0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.049220611	0	0	0	0	0	0	0	0	0	0	0.164327925	0	0	0	0	0	0	0	0	0	0	0.103883331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.064214948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.042185424	0	0.01932873	0.089581838	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	13.00737171	0.803553363	0.504428172	0	0	0	29.81717319	0	0	0	0	0	0	0	0.120252197	0	0	0	0	0.382243894	8.874906022	0	11.85456617	0	0	0	0	0	0	0	0	0	0	0	0	0	0.236867219	0	0	0	0	0.104505756	0	0	0.466389789	0	0	0	0	0	0	0.080411868	0	0	0	0	0.249878635	0.27219563	0	0.015721426	0	0	0	0	0	0	0	0.305127928	0	0	0	0	0.037302344	0	0.20537535	0.025842185	0	0.174790546	0	0	0	0	0	0	0	0	0.192283755	0	0	0	0	0	0	0	0.193855606	6.24985285	13.2532197	0	0	0	0	0	14.76803405	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.225882795	0	0	0	0	0.063456212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.104996762	0	0	0.189136387	0	0	0	0	0	0	0.015482592	0	0	0	0	0	0.179552767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024557618	0	0.065837054	0.046216836	0	0.169469596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.143393933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.081596924	0	0	0	0	0	0	0	0	0	0.008521344	0	0	0	0	0.14079064	0.110535771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03447201	0.080341254	0	0	0	0	0	0	0	0	0	0	0.197550761	0	0	0	0	0.296347662	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.261397029
0	0	0	0	0	0.538581731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.099909511	0	0	0	0	0	0	0.928602472	0	0	0	0.617606938	0	0	0	0	0	0	0	1.147495686	0	0	0.161093883	0	0	0	0	0	0	0	0	0	2.430116303	0	0.977578031	0	0	0.267299789	0.08063628	0	0	0	0	0	0	0	0	0	0.117716379	0	0	0	0	0.021705938	0	0.040826653	0.07603688	0	0.295057677	0	0	0	0	0	0	0	0	0.202915817	0.543585147	0	0	0	0.156522322	0	0	0.240434053	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.055245898	0	0	0	0	0	0	0.200411161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.053017209	0	0	0.444147517	0	0	0	0	0	0	0.059653784	0	0	0	0	0	0	0	0.111054342	0	0	0	0	0	0	0	0.157239997	0	0	0	0	0.041689244	0	0	0.092402834	0	0	0	0	0	0	0.704139509	0	0	0	0.213982499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.630120078	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.298225624	0	0	0	0	0	0	0	0.009263042	0	0	0	0	0.290791122	0.427487855	0	0	0	0	0	0	0	0	0	0.186361129	0	0	0	0	0.036270206	0	0.011880831	0	0	0	0	0	0	0	0	0	0	0	0.407237133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.022217597	0	0	0	0	0	0	0.059317843	0.036601323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0.774569659	0	0	0	0	0	0	0	0.359353459	0	0	0	0	0	3.681545307	0	0	0	0.178299629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.480972377	0	0	0	0	1.05557465	0	0	0	0	0	1.829212328	0	1.983053347	0	0.100847423	0	0	0	0	0.082119529	1.320686268	0	2.523979987	2.165076801	0	0	1.313002244	0	0	0	0	0	0	0	0	0.083438391	0	0	1.883627432	0	0.077046111	0	0	0	5.035690661	2.623044814	0	0	0	0.292410516	1.44228264	0	0	0	1.072468975	0.409455892	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002917096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.198360229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.164357752	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000847118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002541858	0	0	0	0	0.037316179	0	0.422175025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.036188422	0.014689976	0	0	0	0	0	0	0	0	0	0.010632879	0	0	0	0	0.00164881	0	0.008728761	5.00E-04	0	0.043771949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.258466345	0	0	0	0.035004036	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.054551552	0	0	0	0	0.045907398	0	0	0	0	0	0	7.841779644	0	0	0	0	1.141100126	0	0	0	0.132531792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.030214522	0	0	0.015385048	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
